Chrom.1,,Chrom.1,,Chrom.1,,Chrom.1,,Chrom.1,,Chrom.1,,Chrom.1,,Chrom.1,,Chrom.1,,Chrom.1,,Chrom.1,,
UV 1_280,,UV 2_254,,UV 3_295,,Cond,,Conc B,,System flow,,Fraction,,Injection,,pH,,System pressure,,Cond temp,,
ml,mAU,ml,mAU,ml,mAU,ml,mS/cm,ml,%,ml,ml/min,ml,Fraction,ml,Injection,ml,,ml,MPa,ml,°C,
70.338,0.1758146,,,,,70.338,3.395098,,,,,,,,,,,70.338,0.3535585,,,
70.34,0.1754992,,,,,70.341,3.395105,,,,,,,,,,,70.34,0.35364,,,
70.343,0.1751838,,,,,70.343,3.395112,,,,,,,,,,,70.343,0.3537216,,,
70.346,0.1748684,,,,,70.346,3.395119,,,,,,,,,,,70.346,0.3538031,,,
70.348,0.1745529,,,,,70.348,3.395127,,,,,,,,,,,70.348,0.3538846,,,
70.351,0.1742375,,,,,70.351,3.395134,,,,,,,,,,,70.351,0.3539661,,,
70.353,0.1739221,,,,,70.354,3.395141,,,,,,,,,,,70.353,0.3540477,,,
70.356,0.1736041,,,,,70.356,3.395148,,,,,,,,,,,70.356,0.340982,,,
70.358,0.1732812,,,,,70.359,3.395155,,,,,,,,,,,70.358,0.3028688,,,
70.361,0.1729583,,,,,70.361,3.395163,,,,,,,,,,,70.361,0.2647556,,,
70.364,0.1726354,,,,,70.364,3.395173,,,,,,,,,,,70.364,0.2266423,,,
70.366,0.1723126,,,,,70.366,3.395196,,,,,,,,,,,70.366,0.1885291,,,
70.369,0.1719897,,,,,70.369,3.395219,,,,,,,,,,,70.369,0.1504159,,,
70.371,0.1716678,,,,,70.372,3.395242,,,,,,,,,,,70.371,0.1124157,,,
70.374,0.1713449,,,,,70.374,3.395265,,,,,,,,,,,70.374,0.07430249,,,
70.376,0.1744812,,,,,70.377,3.399935,,,,,,,,,,,70.376,0.07556403,,,
70.379,0.1742815,,,,,70.379,3.402435,,,,,,,,,,,70.379,0.1478989,,,
70.382,0.1722655,,,,,70.382,3.404453,,,,,,,,,,,70.382,0.1590587,,,
70.384,0.1745684,,,,,70.384,3.405592,,,,,,,,,,,70.384,0.1594509,,,
70.387,0.1850598,,,,,70.387,3.406132,,,,,,,,,,,70.387,0.1601743,,,
70.389,0.1822141,,,,,70.39,3.40668,,,,,,,,,,,70.389,0.1627741,,,
70.392,0.178621,,,,,70.392,3.407065,,,,,,,,,,,70.392,0.1596392,,,
70.394,0.1638266,,,,,70.395,3.40732,,,,,,,,,,,70.394,0.1547422,,,
70.397,0.1599487,,,,,70.397,3.407442,,,,,,,,,,,70.397,0.1451927,,,
70.4,0.1550693,,,,,70.4,3.40786,,,,,,,,,,,70.4,0.1365265,,,
70.402,0.1579034,,,,,70.402,3.408141,,,,,,,,,,,70.402,0.1286694,,,
70.405,0.1565457,,,,,70.405,3.408368,,,,,,,,,,,70.405,0.1230419,,,
70.407,0.1556655,,,,,70.408,3.408412,,,,,,,,,,,70.407,0.1180836,,,
70.41,0.157079,,,,,70.41,3.408558,,,,,,,,,,,70.41,0.1141637,,,
70.412,0.1766552,,,,,70.413,3.408788,,,,,,,,,,,70.412,0.1098873,,,
70.415,0.3418376,,,,,70.415,3.408921,,,,,,,,,,,70.415,0.111636,,,
70.418,0.8953348,,,,,70.418,3.408948,,,,,,,,,,,70.418,0.106945,,,
70.42,2.188409,,,,,70.42,3.409064,,,,,,,,,,,70.42,0.1047006,,,
70.423,3.690573,,,,,70.423,3.409148,,,,,,,,,,,70.423,0.1017297,,,
70.425,4.566996,,,,,70.426,3.409209,,,,,,,,,,,70.425,0.1021003,,,
70.428,4.516981,,,,,70.428,3.409284,,,,,,,,,,,70.428,0.1010752,,,
70.43,4.047797,,,,,70.431,3.40953,,,,,,,,,,,70.43,0.09964035,,,
70.433,3.738957,,,,,70.433,3.409738,,,,,,,,,,,70.433,0.09903837,,,
70.436,3.538566,,,,,70.436,3.409953,,,,,,,,,,,70.436,0.09959386,,,
70.438,3.462948,,,,,70.438,3.409976,,,,,,,,,,,70.438,0.09853264,,,
70.441,3.59945,,,,,70.441,3.410271,,,,,,,,,,,70.441,0.09860189,,,
70.443,3.924018,,,,,70.444,3.411948,,,,,,,,,,,70.443,0.09817576,,,
70.446,4.341148,,,,,70.446,3.417285,,,,,,,,,,,70.446,0.09800461,,,
70.448,4.603205,,,,,70.449,3.428313,,,,,,,,,,,70.448,0.0980101,,,
70.451,4.580357,,,,,70.451,3.444789,,,,,,,,,,,70.451,0.0980067,,,
70.454,4.327501,,,,,70.454,3.465477,,,,,,,,,,,70.454,0.09778729,,,
70.456,4.072651,,,,,70.456,3.489192,,,,,,,,,,,70.456,0.09687214,,,
70.459,3.926462,,,,,70.459,3.51516,,,,,,,,,,,70.459,0.09664845,,,
70.461,3.841996,,,,,70.462,3.542692,,,,,,,,,,,70.461,0.09645134,,,
70.464,3.793489,,,,,70.464,3.572054,,,,,,,,,,,70.464,0.09670091,,,
70.466,3.762109,,,,,70.467,3.603453,,,,,,,,,,,70.466,0.09590584,,,
70.469,3.736562,,,,,70.469,3.6363,,,,,,,,,,,70.469,0.09811736,,,
70.472,3.716751,,,,,70.472,3.674127,,,,,,,,,,,70.472,0.09697974,,,
70.474,3.714162,,,,,70.474,3.717293,,,,,,,,,,,70.474,0.0953669,,,
70.477,3.741287,,,,,70.477,3.766771,,,,,,,,,,,70.477,0.0944614,,,
70.479,3.781193,,,,,70.48,3.825453,,,,,,,,,,,70.479,0.09485409,,,
70.482,3.815692,,,,,70.482,3.896454,,,,,,,,,,,70.482,0.0949792,,,
70.484,3.832318,,,,,70.485,3.984593,,,,,,,,,,,70.484,0.09463082,,,
70.487,3.850367,,,,,70.487,4.097219,,,,,,,,,,,70.487,0.09488541,,,
70.49,3.881717,,,,,70.49,4.243642,,,,,,,,,,,70.49,0.09555726,,,
70.492,3.923115,,,,,70.492,4.433472,,,,,,,,,,,70.492,0.09558996,,,
70.495,3.981798,,,,,70.495,4.673331,,,,,,,,,,,70.495,0.09599188,,,
70.497,4.04825,,,,,70.498,4.967155,,,,,,,,,,,70.497,0.09528099,,,
70.5,4.148724,,,,,70.5,5.31634,,,,,,,,,,,70.5,0.09438004,,,
70.502,4.272873,,,,,70.503,5.724859,,,,,,,,,,,70.502,0.09489252,,,
70.505,4.421114,,,,,70.505,6.208727,,,,,,,,,,,70.505,0.09514537,,,
70.508,4.593796,,,,,70.508,6.761878,,,,,,,,,,,70.508,0.09418624,,,
70.51,4.774425,,,,,70.51,7.368248,,,,,,,,,,,70.51,0.09384029,,,
70.513,4.960342,,,,,70.513,8.019747,,,,,,,,,,,70.513,0.09432206,,,
70.515,5.135799,,,,,70.516,8.707514,,,,,,,,,,,70.515,0.0945759,,,
70.518,5.317305,,,,,70.518,9.412173,,,,,,,,,,,70.518,0.09506377,,,
70.52,5.492826,,,,,70.521,10.12377,,,,,,,,,,,70.52,0.09412903,,,
70.523,5.668897,,,,,70.523,10.81366,,,,,,,,,,,70.523,0.09741201,,,
70.526,5.834037,,,,,70.526,11.51827,,,,,,,,,,,70.526,0.09506083,,,
70.528,5.999861,,,,,70.528,12.19571,,,,,,,,,,,70.528,0.09391975,,,
70.531,6.148137,,,,,70.531,12.84692,,,,,,,,,,,70.531,0.09398834,,,
70.533,6.312524,,,,,70.534,13.47112,,,,,,,,,,,70.533,0.09303434,,,
70.536,6.456717,,,,,70.536,14.06572,,,,,,,,,,,70.536,0.09336761,,,
70.538,6.604315,,,,,70.539,14.63187,,,,,,,,,,,70.538,0.09336971,,,
70.541,6.722366,,,,,70.541,15.17063,,,,,,,,,,,70.541,0.09378461,,,
70.544,6.843401,,,,,70.544,15.67905,,,,,,,,,,,70.544,0.09290749,,,
70.546,6.938925,,,,,70.546,16.16118,,,,,,,,,,,70.546,0.0937254,,,
70.549,7.0046,,,,,70.549,16.61656,,,,,,,,,,,70.549,0.09394022,,,
70.551,7.031022,,,,,70.552,17.04451,,,,,,,,,,,70.551,0.09398787,,,
70.554,7.042662,,,,,70.554,17.44932,,,,,,,,,,,70.554,0.09421912,,,
70.556,7.04682,,,,,70.557,17.83008,,,,,,,,,,,70.556,0.09557317,,,
70.559,7.037435,,,,,70.559,18.18886,,,,,,,,,,,70.559,0.09564606,,,
70.562,7.015958,,,,,70.562,18.52468,,,,,,,,,,,70.562,0.09534629,,,
70.564,6.995674,,,,,70.564,18.83959,,,,,,,,,,,70.564,0.09556442,,,
70.567,6.977425,,,,,70.567,19.1323,,,,,,,,,,,70.567,0.09559865,,,
70.569,6.949298,,,,,70.57,19.40554,,,,,,,,,,,70.569,0.09506013,,,
70.572,6.900608,,,,,70.572,19.66058,,,,,,,,,,,70.572,0.09526368,,,
70.574,6.838313,,,,,70.575,19.89724,,,,,,,,,,,70.574,0.09487357,,,
70.577,6.79098,,,,,70.577,20.11342,,,,,,,,,,,70.577,0.09872428,,,
70.58,6.73944,,,,,70.58,20.32281,,,,,,,,,,,70.58,0.09628522,,,
70.582,6.680712,,,,,70.582,20.51715,,,,,,,,,,,70.582,0.09526584,,,
70.585,6.592468,,,,,70.585,20.69689,,,,,,,,,,,70.585,0.09497707,,,
70.587,6.519308,,,,,70.588,20.86423,,,,,,,,,,,70.587,0.09528307,,,
70.59,6.430197,,,,,70.59,21.02103,,,,,,,,,,,70.59,0.09359245,,,
70.592,6.346036,,,,,70.593,21.16614,,,,,,,,,,,70.592,0.09433007,,,
70.595,6.248015,,,,,70.595,21.30222,,,,,,,,,,,70.595,0.09471137,,,
70.598,6.165683,,,,,70.598,21.42932,,,,,,,,,,,70.598,0.0956349,,,
70.6,6.078615,,,,,70.6,21.54907,,,,,,,,,,,70.6,0.09546454,,,
70.603,6.000687,,,,,70.603,21.66198,,,,,,,,,,,70.603,0.09555274,,,
70.605,5.924142,,,,,70.606,21.76711,,,,,,,,,,,70.605,0.09446255,,,
70.608,5.852954,,,,,70.608,21.86583,,,,,,,,,,,70.608,0.09523893,,,
70.61,5.789744,,,,,70.611,21.95824,,,,,,,,,,,70.61,0.09480631,,,
70.613,5.718425,,,,,70.613,22.04489,,,,,,,,,,,70.613,0.09482503,,,
70.616,5.633625,,,,,70.616,22.12661,,,,,,,,,,,70.616,0.0948345,,,
70.618,5.550891,,,,,70.618,22.20326,,,,,,,,,,,70.618,0.09504639,,,
70.621,5.481255,,,,,70.621,22.27485,,,,,,,,,,,70.621,0.0954506,,,
70.623,5.431764,,,,,70.624,22.34248,,,,,,,,,,,70.623,0.09475387,,,
70.626,5.366226,,,,,70.626,22.40654,,,,,,,,,,,70.626,0.09495942,,,
70.628,5.288804,,,,,70.629,22.4657,,,,,,,,,,,70.628,0.09323474,,,
70.631,5.205854,,,,,70.631,22.52168,,,,,,,,,,,70.631,0.09676404,,,
70.634,5.133547,,,,,70.634,22.57523,,,,,,,,,,,70.634,0.09533263,,,
70.636,5.062698,,,,,70.636,22.6261,,,,,,,,,,,70.636,0.09442729,,,
70.639,4.98246,,,,,70.639,22.67385,,,,,,,,,,,70.639,0.09343141,,,
70.641,4.912782,,,,,70.642,22.71851,,,,,,,,,,,70.641,0.09405409,,,
70.644,4.847447,,,,,70.644,22.76064,,,,,,,,,,,70.644,0.09343284,,,
70.646,4.788156,,,,,70.647,22.80022,,,,,,,,,,,70.646,0.09318093,,,
70.649,4.726431,,,,,70.649,22.83746,,,,,,,,,,,70.649,0.09306572,,,
70.652,4.658751,,,,,70.652,22.8727,,,,,,,,,,,70.652,0.0933274,,,
70.654,4.598403,,,,,70.654,22.90622,,,,,,,,,,,70.654,0.09306259,,,
70.657,4.530243,,,,,70.657,22.93751,,,,,,,,,,,70.657,0.0932935,,,
70.659,4.462145,,,,,70.66,22.96701,,,,,,,,,,,70.659,0.09357854,,,
70.662,4.38048,,,,,70.662,22.99453,,,,,,,,,,,70.662,0.09409788,,,
70.664,4.305575,,,,,70.665,23.02081,,,,,,,,,,,70.664,0.09425499,,,
70.667,4.229486,,,,,70.667,23.04542,,,,,,,,,,,70.667,0.0941954,,,
70.67,4.15469,,,,,70.67,23.06841,,,,,,,,,,,70.67,0.09399169,,,
70.672,4.074943,,,,,70.672,23.08963,,,,,,,,,,,70.672,0.09353843,,,
70.675,4.003828,,,,,70.675,23.10919,,,,,,,,,,,70.675,0.09398962,,,
70.677,3.933685,,,,,70.678,23.12736,,,,,,,,,,,70.677,0.09358671,,,
70.68,3.867545,,,,,70.68,23.14392,,,,,,,,,,,70.68,0.09320699,,,
70.682,3.807674,,,,,70.683,23.15785,,,,,,,,,,,70.682,0.09375763,,,
70.685,3.74186,,,,,70.685,23.17033,,,,,,,,,,,70.685,0.09493715,,,
70.688,3.664916,,,,,70.688,23.18141,,,,,,,,,,,70.688,0.0932268,,,
70.69,3.56847,,,,,70.69,23.19016,,,,,,,,,,,70.69,0.09208819,,,
70.693,3.485641,,,,,70.693,23.19709,,,,,,,,,,,70.693,0.09278046,,,
70.695,3.415131,,,,,70.696,23.20155,,,,,,,,,,,70.695,0.09313504,,,
70.698,3.347813,,,,,70.698,23.20378,,,,,,,,,,,70.698,0.09169614,,,
70.7,3.270491,,,,,70.701,23.20338,,,,,,,,,,,70.7,0.09240051,,,
70.703,3.20419,,,,,70.703,23.20005,,,,,,,,,,,70.703,0.09317201,,,
70.706,3.146168,,,,,70.706,23.19395,,,,,,,,,,,70.706,0.09235288,,,
70.708,3.086463,,,,,70.708,23.1844,,,,,,,,,,,70.708,0.09313545,,,
70.711,3.013466,,,,,70.711,23.1712,,,,,,,,,,,70.711,0.09398054,,,
70.713,2.949777,,,,,70.714,23.15379,,,,,,,,,,,70.713,0.09419161,,,
70.716,2.89194,,,,,70.716,23.13208,,,,,,,,,,,70.716,0.09483165,,,
70.718,2.832259,,,,,70.719,23.10522,,,,,,,,,,,70.718,0.09325607,,,
70.721,2.761921,,,,,70.721,23.07364,,,,,,,,,,,70.721,0.09304321,,,
70.724,2.69957,,,,,70.724,23.0363,,,,,,,,,,,70.724,0.0927812,,,
70.726,2.64188,,,,,70.726,22.99328,,,,,,,,,,,70.726,0.09309326,,,
70.729,2.590305,,,,,70.729,22.9437,,,,,,,,,,,70.729,0.09350435,,,
70.731,2.540323,,,,,70.732,22.88772,,,,,,,,,,,70.731,0.09336396,,,
70.734,2.493683,,,,,70.734,22.82467,,,,,,,,,,,70.734,0.09302048,,,
70.736,2.439859,,,,,70.737,22.75556,,,,,,,,,,,70.736,0.09359352,,,
70.739,2.381509,,,,,70.739,22.67656,,,,,,,,,,,70.739,0.09387223,,,
70.742,2.330713,,,,,70.742,22.58875,,,,,,,,,,,70.742,0.09268288,,,
70.744,2.288136,,,,,70.744,22.49282,,,,,,,,,,,70.744,0.09193549,,,
70.747,2.250775,,,,,70.747,22.38846,,,,,,,,,,,70.747,0.09194423,,,
70.749,2.198324,,,,,70.75,22.27464,,,,,,,,,,,70.749,0.09243845,,,
70.752,2.158841,,,,,70.752,22.15134,,,,,,,,,,,70.752,0.09189335,,,
70.754,2.106167,,,,,70.755,22.01793,,,,,,,,,,,70.754,0.09260026,,,
70.757,2.055247,,,,,70.757,21.87507,,,,,,,,,,,70.757,0.09239778,,,
70.759,1.991342,,,,,70.76,21.72158,,,,,,,,,,,70.759,0.09188954,,,
70.762,1.944311,,,,,70.762,21.55804,,,,,,,,,,,70.762,0.09124038,,,
70.765,1.906442,,,,,70.765,21.38479,,,,,,,,,,,70.765,0.09312441,,,
70.767,1.874808,,,,,70.768,21.20081,,,,,,,,,,,70.767,0.09291359,,,
70.77,1.832968,,,,,70.77,21.00628,,,,,,,,,,,70.77,0.09383861,,,
70.772,1.785969,,,,,70.773,20.80102,,,,,,,,,,,70.772,0.09347276,,,
70.775,1.748872,,,,,70.775,20.58559,,,,,,,,,,,70.775,0.09370296,,,
70.777,1.713226,,,,,70.778,20.35993,,,,,,,,,,,70.777,0.0930612,,,
70.78,1.68126,,,,,70.78,20.12547,,,,,,,,,,,70.78,0.0929646,,,
70.783,1.652815,,,,,70.783,19.88301,,,,,,,,,,,70.783,0.09282942,,,
70.785,1.62974,,,,,70.785,19.63191,,,,,,,,,,,70.785,0.09306407,,,
70.788,1.604135,,,,,70.788,19.37401,,,,,,,,,,,70.788,0.09254549,,,
70.79,1.584975,,,,,70.791,19.11516,,,,,,,,,,,70.79,0.09533361,,,
70.793,1.549312,,,,,70.793,18.8411,,,,,,,,,,,70.793,0.09434956,,,
70.795,1.500408,,,,,70.796,18.56021,,,,,,,,,,,70.795,0.09296107,,,
70.798,1.44267,,,,,70.798,18.27506,,,,,,,,,,,70.798,0.0915532,,,
70.801,1.399619,,,,,70.801,17.98683,,,,,,,,,,,70.801,0.09261193,,,
70.803,1.363834,,,,,70.803,17.69396,,,,,,,,,,,70.803,0.0925995,,,
70.806,1.326953,,,,,70.806,17.39858,,,,,,,,,,,70.806,0.09260949,,,
70.808,1.293559,,,,,70.809,17.09969,,,,,,,,,,,70.808,0.09229038,,,
70.811,1.25642,,,,,70.811,16.79764,,,,,,,,,,,70.811,0.09306405,,,
70.813,1.219102,,,,,70.814,16.49287,,,,,,,,,,,70.813,0.09335478,,,
70.816,1.181365,,,,,70.816,16.18598,,,,,,,,,,,70.816,0.09275042,,,
70.819,1.151119,,,,,70.819,15.87772,,,,,,,,,,,70.819,0.09409703,,,
70.821,1.129228,,,,,70.821,15.56989,,,,,,,,,,,70.821,0.09350695,,,
70.824,1.106602,,,,,70.824,15.26203,,,,,,,,,,,70.824,0.09215719,,,
70.826,1.0776,,,,,70.827,14.95651,,,,,,,,,,,70.826,0.09259265,,,
70.829,1.035919,,,,,70.829,14.6529,,,,,,,,,,,70.829,0.0932246,,,
70.831,1.002504,,,,,70.832,14.35006,,,,,,,,,,,70.831,0.09257074,,,
70.834,0.9815047,,,,,70.834,14.05079,,,,,,,,,,,70.834,0.09255877,,,
70.837,0.962393,,,,,70.837,13.75722,,,,,,,,,,,70.837,0.09232815,,,
70.839,0.9343569,,,,,70.839,13.46452,,,,,,,,,,,70.839,0.09334365,,,
70.842,0.903565,,,,,70.842,13.17758,,,,,,,,,,,70.842,0.09243506,,,
70.844,0.8845584,,,,,70.845,12.90231,,,,,,,,,,,70.844,0.09510183,,,
70.847,0.8668239,,,,,70.847,12.62251,,,,,,,,,,,70.847,0.09352983,,,
70.849,0.8420954,,,,,70.85,12.3491,,,,,,,,,,,70.849,0.09245518,,,
70.852,0.8183192,,,,,70.852,12.08179,,,,,,,,,,,70.852,0.09155906,,,
70.855,0.7984033,,,,,70.855,11.82364,,,,,,,,,,,70.855,0.09151996,,,
70.857,0.7779071,,,,,70.857,11.57088,,,,,,,,,,,70.857,0.09193424,,,
70.86,0.754864,,,,,70.86,11.32432,,,,,,,,,,,70.86,0.09102771,,,
70.862,0.7267045,,,,,70.863,11.08509,,,,,,,,,,,70.862,0.09224956,,,
70.865,0.7042988,,,,,70.865,10.85246,,,,,,,,,,,70.865,0.09163418,,,
70.867,0.6816947,,,,,70.868,10.62774,,,,,,,,,,,70.867,0.09159739,,,
70.87,0.667797,,,,,70.87,10.40936,,,,,,,,,,,70.87,0.09260619,,,
70.873,0.6513064,,,,,70.873,10.19649,,,,,,,,,,,70.873,0.09147507,,,
70.875,0.632318,,,,,70.875,9.992366,,,,,,,,,,,70.875,0.09232216,,,
70.878,0.6110631,,,,,70.878,9.793643,,,,,,,,,,,70.878,0.09260023,,,
70.88,0.592603,,,,,70.881,9.601277,,,,,,,,,,,70.88,0.09274864,,,
70.883,0.5698597,,,,,70.883,9.416513,,,,,,,,,,,70.883,0.09260678,,,
70.885,0.5511417,,,,,70.886,9.238358,,,,,,,,,,,70.885,0.09199386,,,
70.888,0.5342695,,,,,70.888,9.067063,,,,,,,,,,,70.888,0.0912698,,,
70.891,0.5205126,,,,,70.891,8.903749,,,,,,,,,,,70.891,0.09149197,,,
70.893,0.5053768,,,,,70.893,8.747352,,,,,,,,,,,70.893,0.09123626,,,
70.896,0.4893865,,,,,70.896,8.597693,,,,,,,,,,,70.896,0.08975396,,,
70.898,0.4719522,,,,,70.899,8.456707,,,,,,,,,,,70.898,0.09335482,,,
70.901,0.4587798,,,,,70.901,8.316931,,,,,,,,,,,70.901,0.09137845,,,
70.903,0.4507959,,,,,70.904,8.18296,,,,,,,,,,,70.903,0.08998172,,,
70.906,0.44489,,,,,70.906,8.055103,,,,,,,,,,,70.906,0.08881497,,,
70.909,0.4259397,,,,,70.909,7.933979,,,,,,,,,,,70.909,0.08927246,,,
70.911,0.405925,,,,,70.911,7.817958,,,,,,,,,,,70.911,0.08936769,,,
70.914,0.3810078,,,,,70.914,7.706253,,,,,,,,,,,70.914,0.0878645,,,
70.916,0.3671628,,,,,70.917,7.599786,,,,,,,,,,,70.916,0.08799228,,,
70.919,0.3488477,,,,,70.919,7.497574,,,,,,,,,,,70.919,0.08843539,,,
70.921,0.3391336,,,,,70.922,7.399172,,,,,,,,,,,70.921,0.08868174,,,
70.924,0.3249454,,,,,70.924,7.304571,,,,,,,,,,,70.924,0.08906986,,,
70.927,0.3170363,,,,,70.927,7.213437,,,,,,,,,,,70.927,0.08966437,,,
70.929,0.3096046,,,,,70.929,7.125575,,,,,,,,,,,70.929,0.08955567,,,
70.932,0.3027942,,,,,70.932,7.041574,,,,,,,,,,,70.932,0.08878334,,,
70.934,0.2931016,,,,,70.935,6.960012,,,,,,,,,,,70.934,0.08954167,,,
70.937,0.2749692,,,,,70.937,6.881309,,,,,,,,,,,70.937,0.08909228,,,
70.939,0.2610702,,,,,70.94,6.805768,,,,,,,,,,,70.939,0.08895732,,,
70.942,0.2499282,,,,,70.942,6.732279,,,,,,,,,,,70.942,0.08928577,,,
70.945,0.2499922,,,,,70.945,6.661005,,,,,,,,,,,70.945,0.08883452,,,
70.947,0.2418214,,,,,70.947,6.591867,,,,,,,,,,,70.947,0.08849958,,,
70.95,0.2323356,,,,,70.95,6.525166,,,,,,,,,,,70.95,0.08865216,,,
70.952,0.216444,,,,,70.953,6.461835,,,,,,,,,,,70.952,0.09119585,,,
70.955,0.2088673,,,,,70.955,6.397519,,,,,,,,,,,70.955,0.08860182,,,
70.957,0.1992614,,,,,70.958,6.335652,,,,,,,,,,,70.957,0.08745185,,,
70.96,0.1881578,,,,,70.96,6.275941,,,,,,,,,,,70.96,0.08728954,,,
70.963,0.1763767,,,,,70.963,6.217857,,,,,,,,,,,70.963,0.08758212,,,
70.965,0.1667575,,,,,70.965,6.161478,,,,,,,,,,,70.965,0.08694059,,,
70.968,0.1588673,,,,,70.968,6.106764,,,,,,,,,,,70.968,0.08706617,,,
70.97,0.1518259,,,,,70.971,6.053219,,,,,,,,,,,70.97,0.08697705,,,
70.973,0.1448481,,,,,70.973,6.001081,,,,,,,,,,,70.973,0.08605604,,,
70.975,0.13981,,,,,70.976,5.950217,,,,,,,,,,,70.975,0.08695893,,,
70.978,0.1338256,,,,,70.978,5.900536,,,,,,,,,,,70.978,0.08740214,,,
70.981,0.1281146,,,,,70.981,5.852214,,,,,,,,,,,70.981,0.08712057,,,
70.983,0.1221797,,,,,70.983,5.805024,,,,,,,,,,,70.983,0.08774085,,,
70.986,0.1187652,,,,,70.986,5.758868,,,,,,,,,,,70.986,0.08703858,,,
70.988,0.1126461,,,,,70.989,5.713638,,,,,,,,,,,70.988,0.08839894,,,
70.991,0.1104094,,,,,70.991,5.669252,,,,,,,,,,,70.991,0.08696146,,,
70.993,0.09972982,,,,,70.994,5.62613,,,,,,,,,,,70.993,0.08711912,,,
70.996,0.091277,,,,,70.996,5.584023,,,,,,,,,,,70.996,0.08664414,,,
70.999,0.08191258,,,,,70.999,5.543276,,,,,,,,,,,70.999,0.08637885,,,
71.001,0.08157212,,,,,71.001,5.503683,,,,,,,,,,,71.001,0.08619459,,,
71.004,0.07825828,,,,,71.004,5.465137,,,,,,,,,,,71.004,0.08531686,,,
71.006,0.07855773,,,,,71.007,5.427602,,,,,,,,,,,71.006,0.08853916,,,
71.009,0.07301921,,,,,71.009,5.389977,,,,,,,,,,,71.009,0.08722493,,,
71.011,0.07382967,,,,,71.012,5.353642,,,,,,,,,,,71.011,0.08728107,,,
71.014,0.06393296,,,,,71.014,5.318295,,,,,,,,,,,71.014,0.08646528,,,
71.017,0.05787018,,,,,71.017,5.28367,,,,,,,,,,,71.017,0.08679307,,,
71.019,0.05194652,,,,,71.019,5.249858,,,,,,,,,,,71.019,0.0859989,,,
71.022,0.04844035,,,,,71.022,5.216996,,,,,,,,,,,71.022,0.0858775,,,
71.024,0.04316093,,,,,71.025,5.184648,,,,,,,,,,,71.024,0.0863369,,,
71.027,0.03648452,,,,,71.027,5.153126,,,,,,,,,,,71.027,0.08637816,,,
71.029,0.03302957,,,,,71.03,5.122286,,,,,,,,,,,71.029,0.0872057,,,
71.032,0.02762493,,,,,71.032,5.092066,,,,,,,,,,,71.032,0.08719009,,,
71.035,0.02703291,,,,,71.035,5.062243,,,,,,,,,,,71.035,0.08651448,,,
71.037,0.01884043,,,,,71.037,5.032923,,,,,,,,,,,71.037,0.08631846,,,
71.04,0.01483299,,,,,71.04,5.004317,,,,,,,,,,,71.04,0.087065,,,
71.042,0.01493352,,,,,71.043,4.976422,,,,,,,,,,,71.042,0.08700445,,,
71.045,0.02005189,,,,,71.045,4.949116,,,,,,,,,,,71.045,0.08633238,,,
71.047,0.01693887,,,,,71.048,4.92228,,,,,,,,,,,71.047,0.08616002,,,
71.05,0.003676756,,,,,71.05,4.896103,,,,,,,,,,,71.05,0.08639383,,,
71.053,-0.003036475,,,,,71.053,4.870501,,,,,,,,,,,71.053,0.08678796,,,
71.055,-0.007185855,,,,,71.055,4.845377,,,,,,,,,,,71.055,0.08638892,,,
71.058,-0.0120571,,,,,71.058,4.821022,,,,,,,,,,,71.058,0.08853975,,,
71.06,-0.01289614,,,,,71.061,4.797009,,,,,,,,,,,71.06,0.08789796,,,
71.063,-0.01161927,,,,,71.063,4.773154,,,,,,,,,,,71.063,0.08692832,,,
71.065,-0.01868431,,,,,71.066,4.750132,,,,,,,,,,,71.065,0.08597943,,,
71.068,-0.02388848,,,,,71.068,4.727771,,,,,,,,,,,71.068,0.08658896,,,
71.071,-0.02180885,,,,,71.071,4.70596,,,,,,,,,,,71.071,0.08674095,,,
71.073,-0.01595238,,,,,71.073,4.684729,,,,,,,,,,,71.073,0.08642942,,,
71.076,-0.01894718,,,,,71.076,4.663953,,,,,,,,,,,71.076,0.08669098,,,
71.078,-0.01461929,,,,,71.079,4.643454,,,,,,,,,,,71.078,0.08603135,,,
71.081,-0.006941058,,,,,71.081,4.623573,,,,,,,,,,,71.081,0.08572045,,,
71.083,0.007623586,,,,,71.084,4.604119,,,,,,,,,,,71.083,0.08521874,,,
71.086,0.006378003,,,,,71.086,4.585191,,,,,,,,,,,71.086,0.08583758,,,
71.089,0.002574046,,,,,71.089,4.56699,,,,,,,,,,,71.089,0.08628985,,,
71.091,0.00571819,,,,,71.091,4.548907,,,,,,,,,,,71.091,0.08657469,,,
71.094,0.01296649,,,,,71.094,4.5312,,,,,,,,,,,71.094,0.08644507,,,
71.096,0.0165208,,,,,71.097,4.513942,,,,,,,,,,,71.096,0.0871774,,,
71.099,0.007496431,,,,,71.099,4.496879,,,,,,,,,,,71.099,0.08706304,,,
71.101,0.01574378,,,,,71.102,4.480318,,,,,,,,,,,71.101,0.08651023,,,
71.104,0.0223615,,,,,71.104,4.464253,,,,,,,,,,,71.104,0.08722088,,,
71.107,0.03417483,,,,,71.107,4.448588,,,,,,,,,,,71.107,0.0863459,,,
71.109,0.03773743,,,,,71.109,4.433092,,,,,,,,,,,71.109,0.08693309,,,
71.112,0.04220269,,,,,71.112,4.418496,,,,,,,,,,,71.112,0.08722516,,,
